student_id,course_id,enrollment_date
Трофим,Литература 801,2024-07-17
Агафья,Экономика 606,2025-04-24
Агафья,Психология 669,2025-05-08
Феликс,Биология 615,2024-08-24
Феликс,Право 542,2024-12-16
Феликс,История 297,2024-10-22
Феликс,История 694,2025-04-20
Феликс,История 649,2024-10-03
Николай,История 567,2024-11-11
Николай,Химия 618,2024-11-02
Николай,Психология 656,2024-11-15
Кузьма,Психология 617,2024-09-13
Кузьма,Математический анализ 570,2024-07-03
Кузьма,Экономика 372,2025-01-17
София,Право 253,2024-07-21
Пимен,История 694,2025-05-15
Пимен,Психология 844,2024-10-09
Пимен,Право 253,2025-02-25
Гедеон,Медицина 810,2024-09-20
Гедеон,Биология 544,2024-06-17
Гедеон,Математический анализ 882,2024-05-30
Гедеон,Программирование 116,2025-03-03
Любомир,Право 429,2024-12-01
Любомир,Литература 570,2024-10-16
Любомир,Медицина 708,2024-06-26
Любомир,Медицина 434,2024-12-04
Любомир,Программирование 182,2024-12-13
Варфоломей,Биология 717,2024-06-27
Варфоломей,Биология 591,2025-03-14
Любомир,Экономика 303,2024-05-22
Любомир,Медицина 125,2024-12-15
Любомир,Психология 816,2024-07-24
Любомир,Литература 694,2024-06-10
Владислав,Медицина 708,2025-05-16
Владислав,Медицина 862,2025-04-17
Владислав,Программирование 142,2024-09-15
Владислав,Экономика 782,2025-05-04
Анисим,Программирование 351,2025-02-25
Анисим,Химия 465,2024-06-07
Анисим,Программирование 142,2024-10-06
Ирина,Право 247,2025-05-13
Ирина,Литература 155,2024-05-27
Ирина,Медицина 810,2024-12-31
Тимофей,Литература 450,2024-10-27
Тимофей,Литература 295,2025-02-21
Тимофей,Программирование 629,2025-01-16
Тимофей,Математический анализ 154,2024-08-09
Тимофей,Биология 508,2024-06-15
Василий,Биология 404,2024-11-14
Василий,Психология 220,2024-11-22
Василий,Психология 734,2024-06-19
Василий,Психология 816,2024-05-28
Василий,Программирование 142,2024-11-24
Кира,Медицина 862,2025-01-14
Кира,Биология 373,2024-12-02
Ферапонт,Биология 508,2024-10-24
Ферапонт,Математический анализ 701,2025-04-25
Ферапонт,Экономика 372,2025-04-11
Ферапонт,Химия 981,2025-01-21
Ферапонт,Литература 570,2024-10-13
Серафим,Литература 732,2024-08-27
Серафим,Литература 697,2025-03-04
Куприян,История 849,2024-11-04
Куприян,Литература 331,2024-10-02
Куприян,Программирование 142,2024-08-30
Арефий,Программирование 539,2024-08-20
Арефий,Литература 570,2024-11-29
Арефий,Медицина 592,2025-04-30
Арефий,Химия 964,2024-06-09
Федор,Экономика 782,2025-01-29
Федор,Психология 618,2024-11-26
Федор,Математический анализ 709,2024-10-20
Гремислав,Биология 373,2024-07-29
Гремислав,Экономика 799,2025-01-09
Раиса,Право 491,2024-11-18
Раиса,Химия 964,2024-07-20
Раиса,Экономика 900,2024-06-06
Раиса,Программирование 984,2025-03-01
Раиса,История 288,2025-01-20
Гремислав,Программирование 351,2025-03-05
Гремислав,Программирование 881,2024-07-10
Гремислав,Программирование 193,2024-06-14
Гремислав,Медицина 736,2024-06-17
Мир,Химия 465,2025-04-21
Эмиль,Биология 101,2024-06-04
Эмиль,Биология 372,2025-04-30
Эмиль,Литература 732,2024-10-09
Эмиль,Психология 603,2024-12-19
Эмиль,Математический анализ 178,2025-01-14
Демьян,Биология 404,2025-02-06
Демьян,История 155,2025-04-22
Демьян,Экономика 782,2024-09-19
Тарас,Медицина 831,2024-07-08
Константин,Математический анализ 196,2025-01-10
Константин,Экономика 659,2024-10-22
Творимир,История 500,2025-05-10
Творимир,Программирование 428,2025-02-03
Ким,Медицина 307,2025-04-13
Ким,Математический анализ 845,2024-12-30
Ким,Медицина 175,2025-03-06
Ким,Психология 936,2024-12-18
Тарас,Математический анализ 763,2025-02-06
Тарас,История 942,2025-05-19
Аникей,Экономика 526,2025-03-18
Аникей,Литература 450,2024-08-20
Аникей,Химия 227,2024-12-07
Галактион,Медицина 416,2025-01-15
Галактион,Биология 194,2024-07-03
Галактион,Право 815,2024-09-21
Галактион,Программирование 142,2025-01-31
Ян,Биология 199,2024-07-04
Ян,Экономика 120,2024-06-28
Ян,Право 141,2025-03-03
Ян,Математический анализ 570,2025-04-10
Евгения,Биология 636,2025-05-04
Евгения,Математический анализ 192,2024-06-02
Евгения,Экономика 979,2025-03-31
Евгения,История 178,2024-10-20
Евгения,Химия 981,2024-05-29
Евгения,Программирование 151,2024-11-06
Евгения,Химия 573,2025-05-16
Евгения,Программирование 428,2025-04-30
Любовь,Литература 669,2025-05-20
Любовь,Литература 254,2024-07-11
Любовь,Литература 426,2024-09-25
Мария,Литература 697,2025-04-21
Мария,Психология 618,2024-12-13
Мария,Программирование 629,2025-05-17
Лукия,Экономика 244,2024-06-17
Лукия,История 682,2024-08-19
Лукия,Математический анализ 845,2025-02-07
Лукия,Экономика 353,2025-04-15
Лукия,Право 751,2024-10-28
Анжелика,Экономика 606,2024-11-15
Лонгин,Программирование 182,2025-02-07
Лонгин,Литература 665,2024-12-22
Лонгин,Химия 919,2024-12-07
Лонгин,Медицина 450,2025-02-17
Феоктист,Психология 667,2024-10-20
Феоктист,Химия 446,2024-09-03
Феоктист,Психология 656,2025-01-20
Селиван,Экономика 782,2025-01-13
Селиван,Математический анализ 479,2025-04-09
Селиван,История 182,2024-07-15
Селиван,Математический анализ 326,2024-06-25
Селиван,Программирование 142,2024-10-02
Лука,Психология 734,2025-04-25
Аполлинарий,Право 542,2025-05-13
Аполлинарий,Медицина 821,2025-03-04
Аполлинарий,Программирование 182,2025-01-02
Антонина,Экономика 643,2024-06-08
Антонина,Программирование 182,2024-07-08
Орест,Экономика 587,2024-06-26
Орест,Биология 636,2025-02-26
Орест,Биология 717,2024-10-04
Орест,Психология 726,2024-08-31
Орест,Психология 389,2024-07-22
Ерофей,Математический анализ 178,2025-01-01
Венедикт,История 849,2024-10-12
Венедикт,Математический анализ 876,2024-11-23
Венедикт,Медицина 821,2024-10-15
Венедикт,Химия 573,2024-09-26
Устин,Биология 101,2024-09-23
Устин,Биология 718,2024-09-02
Устин,Психология 844,2024-12-18
Святослав,Программирование 182,2025-05-04
Святослав,Психология 734,2025-05-17
Святослав,Биология 176,2025-04-02
Юрий,История 216,2024-10-23
Юрий,Экономика 482,2024-11-17
Епифан,Химия 690,2024-10-06
Ермил,Экономика 609,2024-06-08
Ермил,Биология 156,2024-07-23
Ермил,Литература 595,2024-10-31
Ермил,История 489,2025-04-01
Ульяна,Медицина 175,2024-08-02
Иванна,Право 553,2024-07-02
Иванна,Биология 764,2024-11-06
Иванна,Биология 372,2024-11-19
Болеслав,Психология 406,2024-12-24
Болеслав,Право 399,2024-10-27
Болеслав,История 182,2025-01-20
Болеслав,История 288,2025-05-19
Аникита,Психология 734,2025-03-13
Аникита,История 652,2024-10-01
Трофим,Психология 734,2025-01-15
Трофим,Математический анализ 192,2025-05-20
Трофим,Экономика 372,2025-03-24
Трофим,Литература 570,2024-06-19
Трофим,Психология 726,2025-02-13
Антип,История 381,2024-10-18
Антип,История 155,2025-01-17
Антип,Программирование 873,2025-05-15
Антип,Программирование 428,2024-10-13
Ефрем,История 694,2025-02-11
Ефрем,Литература 426,2024-09-23
Ефрем,Математический анализ 855,2025-01-24
Акулина,Программирование 629,2024-07-15
Акулина,Программирование 832,2024-10-09
Акулина,Программирование 881,2025-04-15
Ипатий,История 297,2025-04-07
Сила,Математический анализ 867,2024-12-16
Сила,История 489,2024-11-19
Сила,Право 815,2024-11-01
Сила,Право 353,2024-07-03
Сила,История 393,2024-12-16
Захар,Психология 373,2024-06-22
Захар,Литература 728,2025-03-17
Захар,Программирование 428,2024-09-01
Захар,Психология 303,2024-07-30
Захар,Право 746,2024-09-02
Фотий,Психология 412,2024-09-05
Фотий,Биология 636,2024-07-04
Фотий,Биология 717,2024-07-13
Фотий,Литература 450,2024-06-15
Лавр,История 489,2024-10-31
Лавр,Право 353,2024-06-26
Лавр,Медицина 184,2025-05-09
Лавр,История 791,2024-07-20
Лавр,Биология 717,2024-06-08
Алла,Математический анализ 842,2025-04-06
Алла,Право 279,2025-04-09
Алла,Литература 254,2024-06-08
Антип,Математический анализ 867,2024-08-05
Иосиф,Право 419,2025-02-14
Иосиф,История 411,2025-01-09
Пров,Программирование 127,2025-03-17
Пров,Право 746,2024-09-18
Пров,Экономика 368,2024-11-24
Пров,Литература 222,2024-10-22
Пров,Медицина 821,2025-05-08
Остромир,Программирование 470,2025-02-24
Регина,Медицина 894,2024-11-15
Остромир,Психология 406,2024-11-04
Остромир,Программирование 832,2025-04-15
Остромир,Медицина 307,2025-01-19
Остромир,Биология 320,2024-10-04
Федот,Психология 406,2024-07-31
Марфа,Психология 816,2024-10-16
Марфа,Биология 205,2025-03-14
Марфа,Математический анализ 888,2025-04-04
Конон,Психология 726,2024-06-30
Конон,Биология 176,2025-04-01
Конон,Экономика 136,2025-04-14
Конон,История 694,2025-05-09
Евдоким,Биология 271,2024-12-25
Евдоким,Математический анализ 479,2024-10-23
Алевтина,Экономика 931,2024-07-31
Алевтина,Психология 816,2024-07-02
Алевтина,Литература 732,2024-08-13
Алевтина,Математический анализ 479,2024-12-21
Людмила,Экономика 244,2024-07-28
Людмила,Психология 463,2024-06-16
Людмила,Экономика 576,2024-08-26
Иосиф,Химия 647,2024-05-23
Иосиф,Программирование 989,2025-03-17
Иосиф,Психология 235,2025-04-17
Иосиф,Химия 618,2024-10-25
Иосиф,Программирование 151,2024-08-30
Виктория,Химия 146,2025-02-02
Виктория,Психология 936,2025-05-01
Куприян,Математический анализ 196,2024-07-22
Куприян,Право 592,2024-12-30
Куприян,Экономика 659,2024-06-03
Радован,Программирование 734,2024-06-12
Радован,Право 546,2024-10-17
Радован,Психология 656,2024-10-04
Антонин,Экономика 499,2024-08-31
Антонин,Программирование 801,2025-03-07
Фёкла,Математический анализ 867,2024-09-17
Фёкла,Математический анализ 555,2024-06-29
Фёкла,Экономика 606,2025-05-11
Эдуард,Программирование 655,2024-07-25
Любомир,Программирование 539,2024-10-30
Любомир,История 682,2025-03-20
Любомир,Химия 618,2025-01-07
Любомир,Право 592,2025-02-15
Любомир,Право 505,2025-02-19
Филимон,Экономика 643,2025-03-31
Филимон,Литература 801,2024-07-19
Филимон,Экономика 368,2025-02-17
Филимон,Право 353,2024-11-03
Филимон,Медицина 810,2024-10-25
Матвей,Математический анализ 682,2025-01-10
Матвей,История 815,2024-08-22
Матвей,Медицина 862,2025-03-12
Матвей,Экономика 526,2025-04-12
Орест,Математический анализ 479,2025-05-21
Орест,Психология 656,2024-11-03
Орест,Химия 626,2025-05-21
Орест,Психология 975,2025-01-04
Фома,Экономика 368,2024-06-12
Фома,Химия 751,2025-03-12
Анастасия,Биология 156,2024-11-20
Спартак,Медицина 295,2025-05-08
Спартак,Программирование 116,2024-12-31
Спартак,Право 746,2025-03-09
Спартак,Психология 844,2025-05-11
Спартак,Химия 690,2024-05-21
Мартын,История 216,2024-11-22
Мартын,Математический анализ 398,2025-01-11
Мартын,Литература 206,2024-11-10
Мартын,Биология 300,2024-12-14
Сигизмунд,Медицина 708,2024-07-13
Иннокентий,Программирование 276,2024-12-22
Иннокентий,Медицина 295,2025-01-31
Иннокентий,История 791,2024-10-12
Иннокентий,Биология 101,2025-02-06
Иннокентий,Биология 508,2024-09-15
Юлиан,Программирование 225,2024-10-03
Юлиан,Программирование 606,2024-12-01
Юлиан,Право 863,2024-10-31
Юлиан,Психология 406,2024-08-01
Варвара,Медицина 708,2025-02-11
Варвара,Психология 907,2025-01-13
Варвара,Право 372,2024-11-22
Поликарп,Психология 220,2024-11-15
Моисей,Биология 717,2025-05-07
Моисей,Математический анализ 107,2024-09-16
Моисей,Медицина 307,2024-06-18
Моисей,Математический анализ 876,2024-11-12
Панфил,Медицина 831,2025-03-26
Панфил,Психология 734,2025-04-17
Панфил,Биология 196,2025-02-18
Полина,Программирование 984,2025-04-05
Полина,Право 204,2024-06-26
Игнатий,Экономика 526,2024-11-04
Игнатий,Экономика 462,2025-05-07
Ананий,Психология 235,2024-12-23
Ананий,Психология 579,2025-01-02
Ананий,История 155,2025-05-20
Ананий,Литература 191,2025-01-07
Ананий,Литература 732,2025-02-16
Ульян,Программирование 832,2025-02-12
Ульян,Программирование 984,2024-10-18
Ульян,Программирование 436,2024-11-12
Ульян,Медицина 175,2024-09-11
Ульян,Биология 176,2024-05-25
Парамон,Химия 359,2024-10-28
Парамон,Экономика 659,2024-05-30
Амвросий,Литература 437,2024-07-12
Амвросий,Химия 465,2025-05-15
Амвросий,Химия 751,2025-04-07
Виссарион,Математический анализ 867,2025-04-11
Виссарион,История 155,2025-03-08
Соломон,Право 343,2025-01-29
Соломон,Экономика 136,2024-10-14
Тит,Программирование 734,2025-04-11
Самсон,Экономика 526,2024-09-12
Самсон,История 284,2024-11-01
Никифор,Литература 450,2024-07-14
Никифор,Химия 146,2024-08-31
Никифор,Программирование 629,2025-02-21
Никифор,Литература 206,2024-07-01
Никифор,Математический анализ 636,2025-01-11
Милий,Медицина 124,2025-03-19
Макар,Математический анализ 515,2024-07-15
Макар,Литература 702,2024-07-10
Макар,Биология 779,2024-07-21
Никита,Экономика 469,2024-10-17
Никита,Биология 509,2024-05-25
Федот,Химия 906,2024-05-31
Федот,Психология 656,2025-01-08
Федот,Математический анализ 192,2024-09-20
Николай,Математический анализ 880,2024-09-30
Николай,Программирование 182,2024-11-17
Николай,Медицина 979,2024-12-05
Виссарион,Программирование 984,2024-11-14
Виссарион,Программирование 428,2024-06-17
Дементий,Психология 726,2025-04-01
Иванна,Программирование 436,2025-05-04
Иванна,Экономика 499,2025-03-25
Иванна,Биология 194,2024-12-02
Арефий,Математический анализ 479,2024-08-10
Арефий,Математический анализ 867,2024-05-21
Арефий,Математический анализ 709,2024-08-25
Арефий,История 567,2025-03-22
Авксентий,Математический анализ 867,2025-01-21
Авксентий,Литература 665,2024-06-17
Авксентий,История 694,2024-08-25
Авксентий,Химия 618,2024-09-23
Панфил,История 381,2025-01-07
Панфил,Психология 412,2024-12-07
Панфил,Литература 728,2024-12-25
Дорофей,Химия 774,2024-06-04
Викторин,Психология 907,2025-04-22
Викторин,Литература 487,2025-02-27
Викторин,История 610,2024-10-12
Викторин,История 393,2025-02-27
Викторин,Математический анализ 196,2024-10-13
Жанна,Биология 390,2025-04-07
Жанна,Программирование 959,2025-04-30
Клавдий,Литература 697,2025-01-30
Клавдий,Программирование 832,2024-06-22
Радован,Математический анализ 196,2025-03-30
Аггей,Химия 690,2025-01-03
Агата,Биология 300,2024-05-22
Агата,Право 746,2025-04-15
Агата,История 823,2025-05-09
Серафим,Психология 463,2024-12-25
Афанасий,Психология 373,2025-04-30
Афанасий,Литература 450,2024-10-28
Афанасий,Право 863,2025-04-28
Лариса,Биология 404,2024-06-02
Лариса,Экономика 576,2024-12-11
Лариса,Математический анализ 682,2024-10-19
Лариса,Математический анализ 178,2025-02-01
Данила,Экономика 587,2024-08-07
Никита,Биология 205,2025-03-19
Вадим,Экономика 499,2024-08-25
Вадим,Математический анализ 867,2025-02-04
Вадим,История 393,2025-03-06
Мариан,Право 279,2025-04-23
Федосий,Программирование 470,2024-11-16
Федосий,Математический анализ 326,2025-03-11
Федосий,Экономика 462,2025-02-07
Федосий,Литература 636,2025-03-08
Милий,Экономика 799,2025-01-21
Милий,Литература 728,2024-11-06
Милий,Математический анализ 940,2024-10-01
Елизар,Биология 156,2024-08-28
Галина,Биология 399,2025-02-20
Епифан,Экономика 526,2024-09-15
